Question,Option A,Option B,Categories,Work Safe,Mature,Shape,Why It Works
Would you attend the funeral of someone you hated?,Yes,No,Dark; Ethics,FALSE,TRUE,GREY,"Grim, forces a side"
Have you ever wished serious misfortune on someone?,Yes,No,Dark; Confession,FALSE,TRUE,CONFESS,"Taboo, widely true"
Would you read a dead loved one's private texts and emails?,Yes,No,Dark; Ethics,FALSE,TRUE,GREY,Grief vs privacy
Is there someone whose death you'd secretly feel relief at?,Yes,No,Dark; Confession,FALSE,TRUE,CONFESS,"Heavy, honest, splits"
Would you take a bag of cash you knew was stolen if you'd never be caught?,Yes,No,Dark; Ethics,FALSE,TRUE,GREY,Temptation vs conscience
Have you ever fantasized about disappearing and starting a new life?,Yes,No,Dark; Confession,FALSE,TRUE,CONFESS,Quietly common escape wish
Is it okay to speak ill of the dead?,Yes,No,Dark; Ethics,FALSE,TRUE,GREY,Norm vs honesty
Would you turn in a close family member for a serious crime?,Yes,No,Dark; Ethics,FALSE,TRUE,GREY,Loyalty vs justice
Have you ever lied at a funeral about how you felt?,Yes,No,Dark; Confession,FALSE,TRUE,CONFESS,"Uncomfortable, relatable"
Would you want to know if your partner cheated years ago if it was truly over?,Yes,No,Dark; Relationships,FALSE,TRUE,GREY,Truth vs peace
Is revenge ever actually worth it?,Yes,No,Dark; Belief,FALSE,TRUE,BELIEF,Values divide
Have you ever secretly hoped a couple you know would break up?,Yes,No,Dark; Confession,FALSE,TRUE,CONFESS,Petty-truth reveal
Would you press a button to erase one person from your memory forever?,Yes,No,Dark; Deep,FALSE,TRUE,TRADE,Regret vs closure
Would you rather know exactly how you'll die or exactly when?,How,When,Dark; Deep,FALSE,TRUE,TRADE,Edgy twist on the flagship
Have you ever stayed friends with someone you can't stand for convenience?,Yes,No,Dark; Confession,FALSE,TRUE,CONFESS,Social-honesty reveal
Is it okay to eat pizza with a knife and fork?,Yes,No,Food & Drink; Etiquette,TRUE,FALSE,NORM,Class-signal flashpoint
Does fruit belong in a savory salad?,Yes,No,Food & Drink; Taste,TRUE,FALSE,TASTE,Divisive add-in
Is a quesadilla just a Mexican grilled cheese?,Yes,No,Food & Drink; Debate,TRUE,FALSE,TASTE,Category-war fun
Is sparkling water better than still?,Sparkling,Still,Food & Drink; Taste,TRUE,FALSE,TASTE,Clean 50/50
Is dark chocolate better than milk chocolate?,Dark,Milk,Food & Drink; Taste,TRUE,FALSE,TASTE,Taste tribes
Do you salt your food before even tasting it?,Yes,No,Food & Drink; Confession,TRUE,FALSE,CONFESS,Habit people judge
Are raisins ever acceptable in a cookie?,Yes,No,Food & Drink; Taste,TRUE,FALSE,TASTE,Betrayal-tier divide
Should hot sauce be on the table at every meal?,Yes,No,Food & Drink; Taste,TRUE,FALSE,TASTE,Spice-tribe split
Is ranch (or mayo) overused as a condiment?,Yes,No,Food & Drink; Taste,TRUE,FALSE,TASTE,Regional flashpoint
Do you dip fries in your milkshake?,Yes,No,Food & Drink; Confession,TRUE,FALSE,CONFESS,Guilty-pleasure reveal
Is ordering the same dish every time boring?,Yes,No,Food & Drink; Debate,TRUE,FALSE,TASTE,Adventurer vs loyalist
Should you finish everything on your plate?,Yes,No,Food & Drink; Values,TRUE,FALSE,NORM,Upbringing divide
Are hard tacos better than soft tacos?,Hard,Soft,Food & Drink; Taste,TRUE,FALSE,TASTE,Texture split
Is instant coffee ever acceptable?,Yes,No,Food & Drink; Taste,TRUE,FALSE,TASTE,Snob-test split
Is a calzone just an inside-out pizza?,Yes,No,Food & Drink; Debate,TRUE,FALSE,TASTE,Pedantic fun
Is it wasteful to send food back at a restaurant?,Yes,No,Food & Drink; Etiquette,TRUE,FALSE,NORM,Assertiveness divide
Is it okay to use someone else's streaming password?,Yes,No,Technology; Ethics,TRUE,FALSE,GREY,Everyday grey zone
Do you have more than 100 unread emails right now?,Yes,No,Technology; Confession,TRUE,FALSE,CONFESS,Inbox-shame reveal
Is replying with just a thumbs-up rude?,Yes,No,Technology; Etiquette,TRUE,FALSE,NORM,Generational split
Should phones be banned from the bedroom?,Yes,No,Technology; Habits,TRUE,FALSE,GREY,Sleep-vs-habit divide
Do you use voice-to-text in public?,Yes,No,Technology; Confession,TRUE,FALSE,CONFESS,Self-consciousness reveal
Is it okay to post a group photo someone hates of themselves?,Yes,No,Technology; Ethics,TRUE,FALSE,GREY,Consent flashpoint
Do you ever fully power your phone off?,Yes,No,Technology; Confession,TRUE,FALSE,CONFESS,Always-on reveal
Is screenshotting a private chat a betrayal?,Yes,No,Technology; Ethics,TRUE,FALSE,GREY,Trust divide
Would you give up your earbuds or your smartwatch?,Earbuds,Smartwatch,Technology; Values,TRUE,FALSE,TRADE,Gadget-priority split
Is emoji use unprofessional at work?,Yes,No,Technology; Work,TRUE,FALSE,NORM,Generational workplace split
Would you rather lose the internet for a week or your phone for a day?,Internet a week,Phone a day,Technology; Fun,TRUE,FALSE,TRADE,Dependence reveal
Do you actually use a password manager?,Yes,No,Technology; Habits,TRUE,FALSE,HABIT,Security-behavior split
Should coworkers know each other's salaries?,Yes,No,Work & Money; Fairness,TRUE,FALSE,GREY,Transparency divide
Would you take a 20% pay cut to never sit in another meeting?,Yes,No,Work & Money; Values,TRUE,FALSE,TRADE,Meeting-hatred reveal
Is it okay to job-hunt on your work laptop?,Yes,No,Work & Money; Confession,TRUE,FALSE,CONFESS,Guilty-common reveal
Should your boss also be your friend?,Yes,No,Work & Money; Social,TRUE,FALSE,GREY,Boundary divide
Would you rather be your own boss or have a great boss?,Own boss,Great boss,Work & Money; Values,TRUE,FALSE,TRADE,Autonomy-vs-security
Is leaving at 5pm on the dot every day a problem?,Yes,No,Work & Money; Culture,TRUE,FALSE,GREY,Work-ethic flashpoint
Do you check work messages on weekends?,Yes,No,Work & Money; Confession,TRUE,FALSE,CONFESS,Boundary reveal
Is company loyalty ever actually rewarded?,Yes,No,Work & Money; Belief,TRUE,FALSE,BELIEF,Cynic vs believer
Would you rather a 4-day week or permanent work-from-home?,4-day week,WFH forever,Work & Money; Values,TRUE,FALSE,TRADE,Perk-priority split
Is being good at office politics a skill or a flaw?,Skill,Flaw,Work & Money; Belief,TRUE,FALSE,BELIEF,Values divide
Is it okay to accept a counteroffer after you've resigned?,Yes,No,Work & Money; Ethics,TRUE,FALSE,GREY,Loyalty flashpoint
Would you take your dream job in a city you dislike?,Yes,No,Work & Money; Values,TRUE,FALSE,TRADE,Career vs place
"Would you take $10,000 now or $1,000 a year for life?",$10k now,$1k for life,Money; Values,TRUE,FALSE,TRADE,Risk/time-preference reveal
Do you know your bank balance right now within $100?,Yes,No,Money; Confession,TRUE,FALSE,CONFESS,Financial-awareness split
Are lottery tickets a harmless bit of fun or a waste?,Harmless fun,Waste,Money; Belief,TRUE,FALSE,BELIEF,Values divide
Is it rude to ask someone what they earn?,Yes,No,Money; Etiquette,TRUE,FALSE,NORM,"Taboo divide, portable"
Would you rather be debt-free or own your dream car?,Debt-free,Dream car,Money; Values,TRUE,FALSE,TRADE,Priority reveal
Is it okay to haggle at a small local business?,Yes,No,Money; Ethics,TRUE,FALSE,GREY,Fairness flashpoint
"Do you budget, or spend and hope?",Budget,Spend & hope,Money; Confession,TRUE,FALSE,CONFESS,Money-personality split
Are extended warranties ever worth it?,Yes,No,Money; Belief,TRUE,FALSE,BELIEF,Consumer divide
Is it okay to take your shoes off on a plane?,Yes,No,Travel; Etiquette,TRUE,FALSE,NORM,Cabin-etiquette flashpoint
Would you rather a beach holiday or a city break?,Beach,City,Travel; Taste,TRUE,FALSE,TASTE,Vacation-type split
Is work travel a perk or a burden?,Perk,Burden,Travel; Work,TRUE,FALSE,TASTE,Life-stage divide
Should you tip hotel housekeeping?,Yes,No,Travel; Etiquette,TRUE,FALSE,NORM,Tipping-norm split
Would you rather travel to the past or the future?,Past,Future,Travel; Fun,TRUE,FALSE,TRADE,Curiosity reveal
Is eating at a familiar chain while abroad a waste?,Yes,No,Travel; Debate,TRUE,FALSE,GREY,Purist vs comfort
Do you get to the airport very early or cut it close?,Very early,Cut it close,Travel; Habits,TRUE,FALSE,HABIT,Anxiety-personality split
Is it rude to save a pool lounger with a towel for hours?,Yes,No,Travel; Etiquette,TRUE,FALSE,NORM,Holiday flashpoint
Would you rather never check a bag or always get an upgrade?,Never check a bag,Always upgrade,Travel; Fun,TRUE,FALSE,TRADE,Traveler-type split
Is getting lost part of the fun of travel?,Yes,No,Travel; Belief,TRUE,FALSE,BELIEF,Planner vs wanderer
Should couples share all their passwords?,Yes,No,Relationships; Trust,TRUE,FALSE,GREY,Privacy-in-couples split
Is it okay to stay good friends with an ex?,Yes,No,Relationships; Debate,TRUE,FALSE,GREY,Splits by worldview
Would you lend a close friend a large sum of money?,Yes,No,Relationships; Money,TRUE,FALSE,GREY,Money-vs-friendship
Should you tell a friend you dislike their partner?,Yes,No,Relationships; Ethics,TRUE,FALSE,GREY,Honesty-cost divide
Is it okay to skip a wedding you're invited to?,Yes,No,Relationships; Etiquette,TRUE,FALSE,GREY,Obligation flashpoint
Would you rather have one best friend or a big friend group?,One best friend,Big group,Relationships; Values,TRUE,FALSE,TRADE,Social-style reveal
Is it okay to decline being a bridesmaid or groomsman?,Yes,No,Relationships; Etiquette,TRUE,FALSE,GREY,Duty flashpoint
Is it rude to not reply to a friend for a whole day?,Yes,No,Relationships; Etiquette,TRUE,FALSE,NORM,Response-norm split
Can you be close friends with someone you disagree with politically?,Yes,No,Relationships; Society,TRUE,FALSE,BELIEF,Modern flashpoint
Is it okay to be closer to friends than to family?,Yes,No,Relationships; Values,TRUE,FALSE,BELIEF,Values divide
Should you congratulate someone even when you're jealous?,Yes,No,Relationships; Ethics,TRUE,FALSE,NORM,Grace-vs-honesty
Would you tell a friend their business idea is doomed?,Yes,No,Relationships; Ethics,TRUE,FALSE,GREY,Kindness vs candor
Is breakfast really the most important meal of the day?,Yes,No,Health & Wellness; Belief,TRUE,FALSE,BELIEF,Folk-wisdom test
Would you rather give up coffee or dessert forever?,Coffee,Dessert,Health & Wellness; Values,TRUE,FALSE,TRADE,Vice-priority reveal
Do you actually floss daily?,Yes,No,Health & Wellness; Confession,TRUE,FALSE,CONFESS,Everyone lies to the dentist
Is eight hours of sleep overrated?,Yes,No,Health & Wellness; Belief,TRUE,FALSE,BELIEF,Sleep-worldview split
Would you rather wake up early easily or never feel tired at night?,Wake early easily,Never tired at night,Health & Wellness; Fun,TRUE,FALSE,TRADE,Chronotype reveal
Is a cold shower actually worth it?,Yes,No,Health & Wellness; Belief,TRUE,FALSE,BELIEF,Wellness-trend split
Do you take the stairs when there's an escalator?,Yes,No,Health & Wellness; Confession,TRUE,FALSE,CONFESS,Virtue reveal
Would you rather have a perfect body or a perfect mind?,Body,Mind,Health & Wellness; Values,TRUE,FALSE,TRADE,Values reveal
Do you drink enough water in a day?,Yes,No,Health & Wellness; Confession,TRUE,FALSE,CONFESS,Guilty-common reveal
Is being busy better than being bored?,Busy,Bored,Health & Wellness; Values,TRUE,FALSE,TRADE,Temperament split
Is it okay to watch shows at 1.5x speed?,Yes,No,Entertainment; Debate,TRUE,FALSE,TASTE,Modern-viewing flashpoint
Are sequels usually worse than the original?,Yes,No,Entertainment; Media,TRUE,FALSE,TASTE,Cynic vs fan
Is live theatre better than the cinema?,Theatre,Cinema,Entertainment; Culture,TRUE,FALSE,TASTE,Culture-taste split
Do you check your phone during movies?,Yes,No,Entertainment; Confession,TRUE,FALSE,CONFESS,Attention reveal
Do audiobooks count as reading?,Yes,No,Entertainment; Debate,TRUE,FALSE,BELIEF,Definition flashpoint
Is it okay to spoil a movie that's over a year old?,Yes,No,Entertainment; Etiquette,TRUE,FALSE,NORM,Spoiler-statute split
Would you rather rewatch a favorite or gamble on something new?,Rewatch,Something new,Entertainment; Fun,TRUE,FALSE,TRADE,Comfort vs novelty
Is skipping the opening credits always the move?,Yes,No,Entertainment; Habits,TRUE,FALSE,HABIT,Small-habit split
Do you sing along out loud at concerts?,Yes,No,Entertainment; Confession,TRUE,FALSE,CONFESS,Self-consciousness reveal
Is reality TV a guilty pleasure worth having?,Yes,No,Entertainment; Taste,TRUE,FALSE,TASTE,Taste-shame split
Do you think you're a good cook?,Yes,No,Psychology; Self,TRUE,FALSE,MIRROR,Overclaimed skill
Are you a better texter or a better caller?,Texter,Caller,Psychology; Self,TRUE,FALSE,MIRROR,Comms-style split
Do you think you're more creative than most people?,Yes,No,Psychology; Self,TRUE,FALSE,MIRROR,Self-flattery gap
Are you good at saying no?,Yes,No,Psychology; Self,TRUE,FALSE,MIRROR,People-pleaser reveal
Do you think you'd be a good parent?,Yes,No,Psychology; Self,TRUE,FALSE,MIRROR,Confidence reveal
Are you better at starting things or finishing them?,Starting,Finishing,Psychology; Self,TRUE,FALSE,MIRROR,Self-honesty split
Do you think you handle money well?,Yes,No,Psychology; Self,TRUE,FALSE,MIRROR,Overclaimed competence
Are you the reliable friend or the fun friend?,Reliable,Fun,Psychology; Self,TRUE,FALSE,MIRROR,Identity split
Do you think you're a good dancer?,Yes,No,Psychology; Self,TRUE,FALSE,MIRROR,Fun overconfidence
Are you more logical or emotional in decisions?,Logical,Emotional,Psychology; Self,TRUE,FALSE,MIRROR,Self-image split
Would you rather be a big fish in a small pond or a small fish in a big one?,Big fish,Small fish,Values; Deep,TRUE,FALSE,TRADE,Ambition reveal
Would you rather speak every language or play every instrument?,Every language,Every instrument,Values; Fun,TRUE,FALSE,TRADE,Skill-fantasy split
Is a short exciting life better than a long ordinary one?,Short & exciting,Long & ordinary,Values; Deep,TRUE,FALSE,TRADE,Life-philosophy split
Would you rather always know the truth or always be happy?,Know the truth,Be happy,Values; Deep,TRUE,FALSE,TRADE,Deep values reveal
Would you rather have your dream job or your dream partner?,Dream job,Dream partner,Values; Deep,TRUE,FALSE,TRADE,Priority reveal
Is it better to forgive or to forget?,Forgive,Forget,Values; Deep,TRUE,FALSE,TRADE,Coping-style split
Would you rather never feel physical pain or never feel sadness?,No pain,No sadness,Values; Deep,TRUE,FALSE,TRADE,Human-condition split
Is it better to be too trusting or too suspicious?,Too trusting,Too suspicious,Values; Psychology,TRUE,FALSE,TRADE,Worldview reveal
Would you rather relive your teenage years or skip ahead to retirement?,Relive teens,Skip to retirement,Values; Life Stage,TRUE,FALSE,TRADE,Life-satisfaction reveal
Is it better to be a city nobody or a small-town somebody?,City nobody,Town somebody,Values; Lifestyle,TRUE,FALSE,TRADE,Ambition-vs-belonging
Do people actually get wiser with age?,Yes,No,Society; Belief,TRUE,FALSE,BELIEF,Optimist vs cynic
Can you change someone's mind with facts alone?,Yes,No,Society; Belief,TRUE,FALSE,BELIEF,Modern flashpoint
Do nice people finish last?,Yes,No,Society; Belief,TRUE,FALSE,BELIEF,Worldview split
Is the world getting better or worse?,Better,Worse,Society; Belief,TRUE,FALSE,BELIEF,Big worldview divide
Is intelligence more attractive than looks?,Intelligence,Looks,Relationships; Belief,TRUE,FALSE,BELIEF,Says-vs-means split
Is ambition more important than contentment?,Ambition,Contentment,Values; Belief,TRUE,FALSE,BELIEF,Life-approach split
Do we really control our own fate?,Yes,No,Deep; Belief,TRUE,FALSE,BELIEF,Free-will divide
Can money problems ruin an otherwise great relationship?,Yes,No,Relationships; Belief,TRUE,FALSE,BELIEF,Realist vs romantic
Is social media a net negative for society?,Yes,No,Society; Belief,TRUE,FALSE,BELIEF,Genuinely contested
Is honesty the single most important trait in a partner?,Yes,No,Relationships; Belief,TRUE,FALSE,BELIEF,Values ranking split
Do you leave dishes in the sink overnight?,Yes,No,Home; Confession,TRUE,FALSE,CONFESS,Domestic-honesty reveal
Do you re-wear jeans several times before washing?,Yes,No,Home; Confession,TRUE,FALSE,CONFESS,Everyone-does-it split
Do you leave lights on in empty rooms?,Yes,No,Home; Confession,TRUE,FALSE,HABIT,Small-habit split
"Do you leave voicemails, or just hang up?",Leave one,Hang up,Technology; Habits,TRUE,FALSE,HABIT,Generational split
